Year,Units,Zeitreihe,Geschlecht,Region,GeoCode,Value
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,89.8
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,90.3
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,89.3
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,88.7
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,89.7
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,90.3
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,87.9
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,86.8
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,86.0
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,87.7
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,89.2
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,91.4
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,91.7
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,90.8
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,91.5
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,91.9
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Mecklenburg-Vorpommern,,91.4
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,91.2
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,91.1
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,91.4
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,91.8
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,91.1
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,91.1
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,91.4
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,90.7
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,93.4
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,92.1
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,92.6
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,93.3
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,93.4
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,94.3
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,94.7
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,95.6
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,95.0
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,95.4
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,95.6
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,95.6
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,95.7
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,95.4
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,95.1
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Niedersachsen,,94.7
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,95.3
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,95.0
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,95.1
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,95.1
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,94.9
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,94.1
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,94.0
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,94.1
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,94.0
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,94.1
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,94.4
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,94.5
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,94.6
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,94.8
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,95.3
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,95.4
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,95.7
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,96.3
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,95.2
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,95.4
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,95.4
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,95.4
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,95.0
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Nordrhein-Westfalen,,95.0
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,91.4
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,91.5
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,91.4
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,91.9
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,91.4
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,91.6
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,91.8
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,92.2
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,93.0
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,93.1
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,93.2
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,93.2
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,93.7
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,93.9
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,94.8
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,94.9
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,95.1
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,95.2
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,95.1
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,94.4
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,94.8
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,94.4
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,94.3
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Rheinland-Pfalz,,93.7
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,90.7
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,90.5
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,90.5
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,89.9
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,90.8
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,89.8
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,91.8
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,91.8
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,92.2
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,92.4
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,92.9
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,93.5
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,94.0
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,95.3
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,95.0
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,95.5
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,95.1
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,95.4
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,95.5
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,96.1
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,95.1
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,95.4
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,95.2
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Saarland,,94.7
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,90.3
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,90.6
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,89.7
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,88.2
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,88.0
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,89.0
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,90.1
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,90.2
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,90.7
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,91.0
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,91.5
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,91.8
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,91.7
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,91.5
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,90.6
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,90.3
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,90.4
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,90.3
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,91.9
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,92.1
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,92.1
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,92.5
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,92.4
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen,,92.5
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,89.4
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,90.0
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,89.1
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,88.5
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,87.7
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,82.1
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,85.9
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,86.0
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,86.3
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,88.3
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,89.3
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,92.3
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,89.6
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,89.7
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,88.4
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,88.2
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,88.9
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,89.9
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,90.5
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,89.9
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,91.0
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,90.8
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,89.9
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Sachsen-Anhalt,,90.0
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,91.0
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,90.5
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,89.9
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,90.3
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,90.3
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,89.7
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,89.7
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,90.6
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,90.6
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,90.7
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,90.8
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,91.8
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,91.9
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,93.5
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,93.5
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,93.1
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,93.0
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,92.8
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,92.6
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,92.8
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,93.9
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,93.1
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,92.5
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Schleswig-Holstein,,91.9
1996,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,87.7
1997,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,87.8
1998,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,87.0
1999,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,87.0
2000,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,87.5
2001,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,87.7
2002,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,88.3
2003,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,90.7
2004,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,91.3
2005,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,92.1
2006,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,92.0
2007,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,93.1
2008,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,93.2
2009,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,92.9
2010,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,91.6
2011,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,91.4
2012,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,92.5
2013,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,92.2
2014,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,93.1
2015,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,93.0
2016,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,92.9
2017,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,93.0
2018,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,92.2
2019,Prozent,Deutsche Schulabsolventinnen und -absolventen,,Thüringen,,92.4
