Year,Units,Series,Geschlecht,Bundesland,GeoCode,Value
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,33.9
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,36.0
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,38.0
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,41.9
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,45.0
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.5
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.2
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.3
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.1
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.6
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.0
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.5
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.9
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.0
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.4
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.9
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,63.1
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,65.6
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,66.8
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,67.5
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,37.1
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,38.8
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,40.3
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,42.2
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,43.7
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.5
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.0
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.1
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.8
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.0
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,29.6
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,33.2
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,32.3
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,37.1
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,39.0
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,41.9
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.2
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.2
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.0
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.5
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,45.5
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.5
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.1
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.8
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.6
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.0
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.9
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.0
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.0
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.7
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,40.2
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.1
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.3
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.9
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.5
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.5
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.1
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.7
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.0
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.7
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,32.0
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,36.7
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,39.7
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,42.5
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.0
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.7
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.1
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.7
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.9
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.8
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,48.7
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.7
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.1
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.9
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.3
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.7
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,63.0
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,64.7
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,65.3
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,66.8
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,39.2
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,42.1
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.4
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.1
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,49.9
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.6
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.5
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.7
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.2
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.8
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,31.7
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,33.7
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,35.0
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,38.6
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,42.0
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.2
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.5
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.0
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.9
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.6
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.0
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.1
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.6
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.4
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.4
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.6
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.8
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.6
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,62.9
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,64.4
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,41.4
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,43.7
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,47.0
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,50.6
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.4
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.4
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.8
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,58.6
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.0
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,60.6
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,30.7
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,34.4
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,37.3
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,41.6
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,43.3
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,44.9
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.4
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,54.4
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,55.5
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.3
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,51.6
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,53.0
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.0
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.7
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.2
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,59.9
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,61.5
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,63.1
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,64.6
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,64.9
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,37.3
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,40.7
2012,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,42.4
2013,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,46.3
2014,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,45.3
2015,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,45.4
2016,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,52.9
2017,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,56.0
2018,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.5
2019,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,57.5
2020,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2021,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2000,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2001,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2002,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2003,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2004,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2005,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2006,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2007,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2008,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2009,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,
2010,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,28.9
2011,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),,,,34.1
