Year,Value,Units,Series,GeoCode
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,45.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,44.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,49.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,47.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,48.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,51.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,50.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,50.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,55.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,53.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,40.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,44.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,47.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,49.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,53.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,53.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,56.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,58.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,61.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,61.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,32.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,36.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,39.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,42.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,47.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,48.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,49.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,52.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,56.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,56.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,48.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,51.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,55.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,57.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,60.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,58.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,63.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,64.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,65.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,66.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,39.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,42.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,44.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,47.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,49.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,50.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,53.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,55.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,57.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,58.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,31.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,33.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,35.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,38.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,42.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,44.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,47.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,50.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,51.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,53.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,47.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,51.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,54.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,56.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,58.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,57.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,59.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,61.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,62.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,64.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,41.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,43.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,47.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,50.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,52.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,52.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,56.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,58.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,60.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,60.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,30.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,34.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,37.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,41.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,43.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,44.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,52.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,54.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,55.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,56.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,51.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,53.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,57.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,59.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,61.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,59.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,61.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,63.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,64.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,64.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,37.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,40.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,42.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,46.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,45.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,45.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,52.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,56.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,57.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,57.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,28.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,34.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,33.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,40.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,40.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,41.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,49.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,50.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,53.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,53.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,44.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,46.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,51.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,52.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,50.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,50.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,56.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,61.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,60.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,61.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,38.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,44.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,44.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,48.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,52.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,54.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,54.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,58.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,59.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,60.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,31.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,39.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,39.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,45.2,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,48.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,49.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,52.1,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,55.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,56.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,58.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2006,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2007,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2008,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2009,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2010,46.4,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2011,50.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2012,49.8,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2013,52.7,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2014,56.3,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2015,59.0,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2016,57.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2017,62.5,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2018,61.9,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2019,63.6,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2020,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2021,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2000,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2001,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2002,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2003,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2004,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
2005,,Prozent,Erwerbstätigenquote Ältere (60 bis 64 Jahre),
