Year,Units,Series,sex,federal state,GeoCode,Value
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,,,57.6
2020,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2021,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2000,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2001,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2002,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2003,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2004,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2005,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2006,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2007,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2008,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2009,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,,,29.1
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,,,29.3
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,,,34.1
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,,,39.6
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,,,45.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,,,49.5
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,,,46.4
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,,,49.9
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,,,49.1
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,,,55.2
2020,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2021,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2000,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2001,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2002,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2003,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2004,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2005,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2006,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2007,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2008,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2009,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,,,42.4
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,,,46.2
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,,,49.1
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,,,55.4
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,,,52.3
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,,,54.3
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,,,51.8
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,,,56.6
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,,,59.5
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,,,60.1
2020,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2021,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2000,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2001,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2002,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2003,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2004,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2005,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2006,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2007,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2008,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2009,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,,,44.4
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,,,46.1
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,,,48.9
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,,,52.6
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,,,56.5
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,,,56.5
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,,,55.5
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,,,57.9
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,,,59.7
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,,,62.3
2020,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2021,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2000,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2001,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2002,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2003,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2004,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2005,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2006,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2007,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2008,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2009,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,,,36.7
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,,,36.2
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,,,41.0
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,,,44.4
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,,,50.5
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,,,49.5
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,,,50.0
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,,,53.2
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,,,53.2
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,,,56.3
2020,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2021,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2000,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2001,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2002,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2003,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2004,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2005,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2006,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2007,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2008,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2009,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,,,52.5
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,,,56.4
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,,,56.8
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,,,60.8
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,,,62.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,,,64.2
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,,,61.4
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,,,63.4
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,,,67.2
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,,,69.1
2020,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2021,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2000,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2001,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2002,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2003,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2004,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2005,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2006,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2007,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2008,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2009,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,,,38.1
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,,,42.4
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,,,44.9
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,,,48.3
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,,,51.9
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,,,49.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,,,53.2
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,,,55.4
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,,,59.8
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,,,60.6
2020,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2021,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2000,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2001,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2002,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2003,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2004,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2005,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2006,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2007,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2008,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2009,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,,,29.8
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,,,33.3
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,,,38.1
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,,,43.1
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,,,49.1
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,,,47.2
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,,,49.9
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,,,51.3
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,,,57.9
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,,,59.2
2020,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2021,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2000,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2001,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2002,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2003,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2004,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2005,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2006,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2007,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2008,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2009,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,,,46.0
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,,,51.4
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,,,51.8
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,,,53.9
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,,,54.9
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,,,52.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,,,56.8
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,,,59.5
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,,,61.6
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,,,61.9
2020,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2021,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
